0.500    -2.955993339450
0.550    -3.750079788293
0.600    -4.308820901038
0.650    -4.703206410774
0.700    -4.980503216466
0.750    -5.172912308506
0.800    -5.302840607958
0.850    -5.386253904632
0.900    -5.434788136188
0.950    -5.457062986310
1.000    -5.459573036238
1.050    -5.447284372510
1.100    -5.424070255548
1.150    -5.392974566010
1.200    -5.356400150543
1.250    -5.316221813038
1.300    -5.273940694985
1.350    -5.230766322567
1.400    -5.187677265955
1.450    -5.145442075351
1.500    -5.104666901602
1.550    -5.065800997929
1.600    -5.029171619011
1.650    -4.994994143655
1.700    -4.963381810187
1.750    -4.934364453596
1.800    -4.907907746011
1.850    -4.883931095312
1.900    -4.862316994783
1.950    -4.842931243245
2.000    -4.825632489445
