0.500    -2.87405196305616
0.550    -3.66037040151085
0.600    -4.21118716834872
0.650    -4.59730477972875
0.700    -4.86581227706264
0.750    -5.04879777203300
0.800    -5.16860590093358
0.850    -5.24110622353959
0.900    -5.27778834550723
0.950    -5.28712128484803
1.000    -5.27545179845871
1.050    -5.24760779529674
1.100    -5.20731109132010
1.150    -5.15746554573511
1.200    -5.10036232526318
1.250    -5.03782649113865
1.300    -4.97132597285805
1.350    -4.90205060707784
1.400    -4.83097245936786
1.450    -4.75888985801070
1.500    -4.68646246518722
1.550    -4.61423502708589
1.600    -4.54266001055732
1.650    -4.47211016145689
1.700    -4.40289323842507
1.750    -4.33526035500414
1.800    -4.26941365338473
1.850    -4.20551419067676
1.900    -4.14368604766835
1.950    -4.08402228433398
2.000    -4.02658830231579
