0.500    -2.945170
0.550    -3.737458
0.600    -4.294278
0.650    -4.686567
0.700    -4.961532
0.750    -5.151378
0.800    -5.278564
0.850    -5.359092
0.900    -5.404598
0.950    -5.423712
1.000    -5.422958
1.050    -5.407356
1.100    -5.380834
1.150    -5.346509
1.200    -5.306891
1.250    -5.264012
1.300    -5.219523
1.350    -5.174755
1.400    -5.130756
1.450    -5.088328
1.500    -5.048052
1.550    -5.010321
1.600    -4.975370
1.650    -4.943312
1.700    -4.914162
1.750    -4.887868
1.800    -4.864322
1.850    -4.843379
1.900    -4.824870
1.950    -4.808608
2.000    -4.794398
