0.500    -2.945075561276676
0.550    -3.737329110995766
0.600    -4.294106133683020
0.650    -4.686343797442074
0.700    -4.961249363791734
0.750    -5.151024275439258
0.800    -5.278132926367230
0.850    -5.358578180885177
0.900    -5.404000881022399
0.950    -5.423042464149121
1.000    -5.422247505858828
1.050    -5.406673287401760
1.100    -5.380312493473692
1.150    -5.346396238223614
1.200    -5.307622895263240
1.250    -5.266344497698638
1.300    -5.224745329626774
1.350    -5.185054393899146
1.400    -5.149881100906122
1.450    -5.122894081513749
1.500    -5.110545711317073
1.550    -5.127723650928079
1.600    -5.225384870292324
1.650    -5.760068514039569
