0.500     1.882922873567
0.550     0.366431874855
0.600    -0.790500813998
0.650    -1.684997876550
0.700    -2.384088889976
0.750    -2.934930474170
0.800    -3.371242459414
0.850    -3.717866253842
0.900    -3.993505905365
0.950    -4.212516364608
1.000    -4.386062694567
1.050    -4.522943796469
1.100    -4.630153295315
1.150    -4.713292643476
1.200    -4.776885057605
1.250    -4.824578849558
1.300    -4.859345091695
1.350    -4.883619629618
1.400    -4.899396511859
1.450    -4.908324367777
1.500    -4.911770459987
1.550    -4.910874105063
1.600    -4.906596463355
1.650    -4.899756190242
1.700    -4.891041587889
1.750    -4.881014352948
1.800    -4.870135405985
1.850    -4.858772917300
1.900    -4.847221237519
1.950    -4.835715872071
2.000    -4.824444952584
