0.500     1.932996
0.550     0.423180
0.600    -0.726718
0.650    -1.613659
0.700    -2.304558
0.750    -2.846555
0.800    -3.273572
0.850    -3.610562
0.900    -3.876273
0.950    -4.085057
1.000    -4.248071
1.050    -4.374092
1.100    -4.470093
1.150    -4.541653
1.200    -4.593266
1.250    -4.628569
1.300    -4.650529
1.350    -4.661576
1.400    -4.663715
1.450    -4.658607
1.500    -4.647637
1.550    -4.631965
1.600    -4.612564
1.650    -4.590252
1.700    -4.565720
1.750    -4.539546
1.800    -4.512220
1.850    -4.484151
1.900    -4.455679
1.950    -4.427091
2.000    -4.398622
