0.500     1.928799403874
0.550     0.419353658845
0.600    -0.730228506031
0.650    -1.618548256492
0.700    -2.311238725318
0.750    -2.855474126663
0.800    -3.285223423503
0.850    -3.625530113673
0.900    -3.895088321660
0.950    -4.108230717495
1.000    -4.276143480617
1.050    -4.407675896128
1.100    -4.509895877565
1.150    -4.588491260350
1.200    -4.648058259534
1.250    -4.692319644794
1.300    -4.724304569693
1.350    -4.746483660883
1.400    -4.760951290283
1.450    -4.769483824480
1.500    -4.773598029151
1.550    -4.774548676038
1.600    -4.773324548015
1.650    -4.770622739720
1.700    -4.766993002521
1.750    -4.762844083294
1.800    -4.758415738035
1.850    -4.753909214418
1.900    -4.749459204902
1.950    -4.745203411731
2.000    -4.741214630122
