0.500    -3.423530
0.550    -4.077542
0.600    -4.538575
0.650    -4.863054
0.700    -5.089130
0.750    -5.243245
0.800    -5.344131
0.850    -5.405346
0.900    -5.436880
0.950    -5.446205
1.000    -5.438987
1.050    -5.419569
1.100    -5.391317
1.150    -5.356870
1.200    -5.318322
1.250    -5.277315
1.300    -5.235154
1.350    -5.192860
1.400    -5.151231
1.450    -5.110876
1.500    -5.072253
1.550    -5.035693
1.600    -5.001431
1.650    -4.969611
1.700    -4.940294
1.750    -4.913482
1.800    -4.889123
1.850    -4.867121
1.900    -4.847355
1.950    -4.829685
2.000    -4.813962
