0.500     0.212710491678369
0.550    -1.147942425123815
0.600    -2.158105463782990
0.650    -2.914988452952995
0.700    -3.485255208340933
0.750    -3.915785057513443
0.800    -4.240255720251921
0.850    -4.483336249254677
0.900    -4.663393260282763
0.950    -4.794305921304852
1.000    -4.886686338688330
1.050    -4.948737663703440
1.100    -4.986861459318770
1.150    -5.006098873550576
1.200    -5.010452390994240
1.250    -5.003126003712776
1.300    -4.986707263242385
1.350    -4.963302125393295
1.400    -4.934640694733619
1.450    -4.902160467590400
1.500    -4.867068223598757
1.550    -4.830396562900564
1.600    -4.793053558052494
1.650    -4.755881140854906
1.700    -4.719732574100000
1.750    -4.685630322323272
1.800    -4.655170276613901
1.850    -4.631996281944043
1.900    -4.630922645636301
